	Title	Author	Publication	Format	ISBN	Series	Physical Details
258	Principles of data science : learn the techniques and math you need to start making sense of your data  	Ozdemir, Sinan	Birmingham, UK	Electronic books.	9781785888922 1785888927		1 online resource
260	Java : data science made easy : data collection, processing, analysis, and more : a course in two modules. 	Reese, Richard M.	Birmingham, UK	Electronic books.	9781788479189 1788479181		1 online resource
261	Hands-on data science and Python machine learning : perform data mining and machine learning efficiently using Python and Spark  	Kane, Frank	Birmingham, UK	Electronic books.	9781787280229 1787280225		1 online resource
263	Docker for data science : building scalable and extensible data infrastructure around the Jupyter Notebook Server  	Cook, Joshua.	[S.l.]	Electronic books.	9781484230121 (electronic bk.)1484230124 (electronic bk.)		1 online resource
264	Data science in R : a case studies approach to computational reasoning and problem solving  	Nolan, Deborah Ann	Boca Raton, FL	Electronic books.	9781482234824 1482234823	Chapman & Hall/CRC the R series (CRC Press)	1 online resource (xxiii, 505 pages)
265	Soft computing in data science : first international conference, SCDS 2015, Putrajaya, Malaysia, September 2-3, 2015, Proceedings  	Berry, Michael W., | Mohamed, Azlinah Hj., | Wah, Yap Bee,	Singapore	Electronic books.	9789812879363 electronic bk.9812879366 electronic bk.	Communications in computer and information science ; 545. 1865-0929	1 online resource (xi, 270 pages)
266	Data science in R : a case studies approach to computational reasoning and problem solving  	Nolan, Deborah Ann	Boca Raton		9781482234817 1482234815	Chapman & Hall/CRC the R series (CRC Press)	xxiii, 515 pages
267	Apache Spark for data science cookbook : overinsightful 90 recipes to get lightning-fast analytics with Apache Spark  	Chitturi, Padma Priya	Birmingham, UK	Electronic books.	9781785288807 1785288806		1 online resource
268	Apache Spark 2.x cookbook : Cloud-ready recipes to do analytics and data science on Apache Spark  	Yadav, Rishi	Birmingham, UK	Electronic books.	9781787127517 1787127516		1 online resource
270	Data science in R : a case studies approach to computational reasoning and problem solving  	Nolan, Deborah Ann	Boca Raton, FL	Electronic books.	9781482234824 1482234823	Chapman & Hall/CRC the R series (CRC Press)	1 online resource (xxiii, 505 pages)
272	Apache Spark for data science cookbook : overinsightful 90 recipes to get lightning-fast analytics with Apache Spark  	Chitturi, Padma Priya	Birmingham, UK	Electronic books.	9781785288807 1785288806		1 online resource
273	Java data science cookbook : explore the power of MLlib, DL4j, Weka and more  	Shams, Rushdi	Birmingham, UK	Electronic books.	9781787127654 1787127656		1 online resource
274	Apache Spark 2.x cookbook : Cloud-ready recipes to do analytics and data science on Apache Spark  	Yadav, Rishi	Birmingham, UK	Electronic books.	9781787127517 1787127516		1 online resource
278	Fraud analytics using descriptive, predictive, and social network techniques : a guide to data science for fraud detection  	Baesens, Bart.	Hoboken, New Jersey	Electronic books.	9781119146827 pdf1119146828 pdf9781119146834 epub1119146836 epub cloth9781119146841 1119146844	Wiley and SAS business series.	1 online resource.
279	Mastering parallel programming with R : master the robust features of R parallel programming to accelerate your data science computations  	Chapple, Simon R.	Birmingham, UK	Electronic books.	9781784394622 1784394629	Community experience distilled.	1 online resource
280	Advanced machine learning with Python : solve challenging data science problems by mastering cutting-edge machine learning techniques  in Python  	Hearty, John	Birmingham, UK	Electronic books.	9781784393830 1784393835	Community experience distilled.	1 online resource
281	Java data science cookbook : explore the power of MLlib, DL4j, Weka and more  	Shams, Rushdi	Birmingham, UK	Electronic books.	9781787127654 1787127656		1 online resource
282	Advanced Object-Oriented Programming in R : Statistical Programming for Data Science, Analysis and Finance  	Mailund, Thomas	[New York]	Electronic books.	9781484229194 (electronic bk.)1484229193 (electronic bk.)		1 online resource
283	Recent applications of harmonic analysis to function spaces, differential equations, and data science : novel methods in harmonic analysis. Volume 2  	Pesenso, Isaac, | Gia, Quoc Thong Le, | Mayeli, Azita, | Mhaskar, H. N. | Zhou, Ding-Xuan,	Cham	Electronic books.	9783319555560 (electronic bk.)3319555561 (electronic bk.)	Applied and numerical harmonic analysis.	1 online resource.
285	Mastering parallel programming with R : master the robust features of R parallel programming to accelerate your data science computations  	Chapple, Simon R.	Birmingham, UK	Electronic books.	9781784394622 1784394629	Community experience distilled.	1 online resource
286	Advanced machine learning with Python : solve challenging data science problems by mastering cutting-edge machine learning techniques  in Python  	Hearty, John	Birmingham, UK	Electronic books.	9781784393830 1784393835	Community experience distilled.	1 online resource
290	Mastering data analysis with R : gain clear insights into your data and solve real-world data science problems with R--from data munging to modeling and visualization  	DarÃ³czi, Gergely	Birmingham, UK	Electronic books.	9781783982035 1783982039	Community experience distilled.	1 online resource
291	Mastering data analysis with R : gain clear insights into your data and solve real-world data science problems with R--from data munging to modeling and visualization  	DarÃ³czi, Gergely	Birmingham, UK	Electronic books.	9781783982035 1783982039	Community experience distilled.	1 online resource
292	Innovations in classification, data science, and information systems : proceedings of the 27th annual conference of the Gesellschaft fÃ¼r Klassifikation e.V., Brandenburg...	Baier, Daniel, | Wernecke, Klaus-Dieter.	Berlin ; Springer, Â©2005.	Electronic books. | Conference papers and proceedings.	pbk. pbk.3540269819 electronic bk.9783540269816 electronic bk.	Studies in classification, data analysis, and knowledge organization. 1431-8814	1 online resource (xii, 616 pages)
293	Availability, reliability, and security in information systems : IFIP WG 8.4, 8.9, TC 5 International Cross-Domain Conference, CD-ARES 2016, and Workshop on Privacy Aware...	Buccafurri, Francesco, | Holzinger, Andreas, | Kieseberg, Peter, | Tjoa, A. Min, | Weippl, Edgar R.,	Switzerland	Electronic books. | Conference papers and proceedings.	9783319455075 (electronic bk.)3319455079 (electronic bk.) (print)	Lecture notes in computer science ; 9817. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.	1 online resource (xii, 267 pages)
294	Smarter decisions, the intersection of internet of things and decision science : enter the world of Internet of Things with the power of data science with this highly practical,...	Moolayil, Jojo	Birmingham, UK	Electronic books.	9781785886485 1785886487	Community experience distilled.	1 online resource
295	Smarter decisions, the intersection of internet of things and decision science : enter the world of Internet of Things with the power of data science with this highly practical,...	Moolayil, Jojo	Birmingham, UK	Electronic books.	9781785886485 1785886487	Community experience distilled.	1 online resource
296	Creativity in intelligent, technologies and data science : first conference, CIT&DS 2015, Volgograd, Russia, September 15-17, 2015, Proceedings  	Kravets, Alla, | Shcherbakov, Maxim, | Kultsova, Marina, | Shabalina, Olga,	[Cham]	Electronic books.	9783319237664 electronic bk.3319237667 electronic bk.	Communications in computer and information science ; 535. 1865-0929	1 online resource (xvi, 865 pages)
298	Data science : 30th British International Conference on Databases, BICOD 2015, Edinburgh, UK, July 6-8, 2015, Proceedings  	Maneth, Sebastian,	Cham	Electronic books. | Conference papers and proceedings.	9783319204246 (electronic bk.)3319204246 (electronic bk.) 3319204238 9783319204239	Lecture notes in computer science ; 9147. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.	1 online resource (xx, 221 pages)
299	Creativity in intelligent technologies and data science : second Conference, CIT&DS 2017, Volgograd, Russia, September 12-14, 2017, Proceedings  	Kravets, Alla, | Shcherbakov, Maxim, | Kultsova, Marina, | Groumpos, Peter P.,	Cham, Switzerland	Electronic books.	9783319655512 (electronic bk.)3319655515 (electronic bk.) (print)	Communications in computer and information science ; 754. 1865-0929	1 online resource (xvii, 887 pages)
300	Data science : third International Conference of Pioneering Computer Scientists, Engineers and Educators, ICPCSEE 2017, Changsha, China, September 22-24, 2017, Proceedings. Part...	Zou, Beiji, | Han, Qilong, | Sun, Guanglu, | Jing, Weipeng | Peng, Xiaoning, | Lu, Zeguang,	Singapore	Electronic books.	9789811063886 (electronic bk.)9811063885 (electronic bk.) (print)	Communications in computer and information science ; 728. 1865-0929	1 online resource (xxvi, 587 pages)
301	Data science : third International Conference of Pioneering Computer Scientists, Engineers and Educators, ICPCSEE 2017, Changsha, China, September 22-24, 2017, Proceedings. Part...	Zou, Beiji, | Li, Min, | Wang, Hongzhi, | Song, Xianhua, | Xie, Wei, | Lu, Zeguang,	Singapore	Electronic books.	9789811063855 (electronic bk.)9811063850 (electronic bk.) (print)	Communications in computer and information science ; 727. 1865-0929	1 online resource (xxv, 769 pages)
302	Data Science mit Python - Das Handbuch fÃ¼r den Einsatz von Ipython, Jupyter, NumPy, Pandas, Matplotlib, Scikit-Learn  	VanderPlas, Jake	mitp Verlag, 2017.	Electronic books.	9783958456976 3958456979		1 online resource (552 p.)
305	Data science analytics and applications : first International Conference, DaSAA 2017, Chennai, India, January 4-6, 2017, Revised selected papers  	Shriram R, | Sharma, Mak,	Singapore	Electronic books.	9789811086038 (electronic bk.)9811086036 (electronic bk.) (print)	Communications in computer and information science ; 804. 1865-0929	1 online resource (xx, 205 pages)
306	Java deep learning essentials : dive into the future of data science and learn how to build the sophisticated algorithms that are fundamental to deep learning and AI with Java  	Sugomori, Yusuke	Birmingham, UK	Electronic books.	9781785283147 1785283146	Community experience distilled.	1 online resource
307	Java deep learning essentials : dive into the future of data science and learn how to build the sophisticated algorithms that are fundamental to deep learning and AI with Java  	Sugomori, Yusuke	Birmingham, UK	Electronic books.	9781785283147 1785283146	Community experience distilled.	1 online resource
308	R for data science cookbook : over 100 hands-on recipes to effectively solve real-world data problems using the most popular R packages and techniques  	Chiu, David	Birmingham, UK	Electronic books.	9781784392048 1784392049	Quick answers to common problems.	1 online resource
309	R for data science cookbook : over 100 hands-on recipes to effectively solve real-world data problems using the most popular R packages and techniques  	Chiu, David	Birmingham, UK	Electronic books.	9781784392048 1784392049	Quick answers to common problems.	1 online resource
310	IPython interactive computing and visualization cookbook : over 100 hands-on recipes to sharpen your skills in high-performance numerical computing and data science in the...	Rossant, Cyrille	Birmingham, UK	Electronic books.	9781785881930 1785881930		1 online resource
312	Between data science and applied data analysis : proceedings of the 26th Annual Conference of the Gesellschaft fÃ¼r Klassifikation e.V., University of Mannheim, July 22-24, 2002  	Schader, Martin. | Gaul, W. | Vichi, Maurizio,	Berlin ; Springer, c2003.		354040354X (softcover	Studies in classification, data analysis, and knowledge organization, 1431-8814	xiii, 693 p.
313	Innovations in classification, data science, and information systems : proceedings of the 27th annual conference of the Gesellschaft fÃ¼r Klassifikation e.V., Brandenburg...	Baier, Daniel, | Wernecke, Klaus-Dieter.	Berlin ; Springer, c2005.		3540232214 (pbk.)	Studies in classification, data analysis, and knowledge organization, 1431-8814	xii, 616 p.
314	"Advances in data science and classification : proceedings of the 6th Conference of the International Federation of Classification Societies (IFCS-98), UniversitÃ  ""La Sapienza"",..."	Rizzi, Alfredo, | Vichi, Maurizio, | Bock, Hans Hermann.	Berlin ; Springer, 1998.		3540646418 (softcover	Studies in classification, data analysis, and knowledge organization	xv, 677 p.
